index,item_id,source,notes,location,value,inventory_date,title,series,type,date_year,medium,signatures_and_writing,condition,category,height,width,depth,size_notes,dimensions,file1,file2,file3,file4,file5,url1,url2,url3,url4,url5
1204,AT.P.1910,Aldo foundation,"""A.T. April 24'62"" ""(6)"" on recto, ""1994"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,1962,"Ink, acrylic, and charcoal on paper",A.T.,tear to edge,Painting,11,8.5,,,,"remote:AT.P.1910.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1910_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1910.jpg?alt=media&token=2968f3e5-d87b-44df-8dbd-372811373167,,,,
1205,AT.P.1911,Aldo foundation,"""A.T. April 24'62"" ""(7)"" on recto, ""1995-7"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,1962,Graphite on paper,A.T.,,Painting,11,8.5,,,,"remote:AT.P.1911.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1911_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1911.jpg?alt=media&token=98553447-31b2-4f99-a2b6-f88f35812f40,,,,
1206,AT.P.1912,Aldo foundation,"""A.T. 63"" on recto, June '63"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,1963,Ink and gouache on paper,A.T.,,Painting,11,16,,,,"remote:AT.P.1912.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1912_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1912.jpg?alt=media&token=eb7405de-bb0f-4630-b5c2-04d291f5c8b8,,,,
1207,AT.P.1913,Aldo foundation,"""A.T. June 63"" on recto","Rack 17, Shelf 1",,12/16/2014,,,,1963,Ink and gouache on paper,A.T.,,Painting,11,16,,,,"remote:AT.P.1913.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1913_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1913.jpg?alt=media&token=2056ffdc-a23f-45b8-a75d-a4b1aa33374a,,,,
1208,AT.P.1914,Aldo foundation,"""A.T. 63"" on recto, June '63"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,1963,Ink on paper,A.T.,,Painting,11,16,,,,"remote:AT.P.1914.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1914_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1914.jpg?alt=media&token=8dbb55e8-935d-4d8a-8820-79b02cd43f52,,,,
1209,AT.P.1915,Aldo foundation,"""63"" on recto, June '63"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,1963,Ink on paper,,,Painting,11,16,,,,"remote:AT.P.1915.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1915_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1915.jpg?alt=media&token=da7ab69f-10b9-4643-89d7-a2a9b5f871ea,,,,
1210,AT.P.1916,Aldo foundation,"""63"" on recto","Rack 17, Shelf 1",,12/16/2014,,,,1963,Ink on paper,,,Painting,11,16,,,,"remote:AT.P.1916.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1916_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1916.jpg?alt=media&token=d02e34a4-cbde-4f65-8b5e-66a3fa6dd405,,,,
1211,AT.P.1917,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, graphite, and gouache on paper",,,Painting,11,14,,,,"remote:AT.P.1917.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1917_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1917.jpg?alt=media&token=0e0c2c06-0215-42a3-bdc0-bf7c09c8ad1d,,,,
1212,AT.P.1918,Aldo foundation,"""Right (4)"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, graphite, and gouache on paper",,,Painting,11,14,,,,"remote:AT.P.1918.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1918_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1918.jpg?alt=media&token=81e24692-7342-4760-a905-7d0c4f5d61e2,,,,
1213,AT.P.1919,Aldo foundation,"""Right (1)"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, graphite, and gouache on paper",,large chip to edge,Painting,14,11,,,,"remote:AT.P.1919.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1919_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1919.jpg?alt=media&token=8485de78-0808-43a8-92bc-20c7560ee5d9,,,,
1214,AT.P.1920,Aldo foundation,"""Left (1)"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, graphite, and gouache on paper",,,Painting,14,11,,,,"remote:AT.P.1920.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1920_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1920.jpg?alt=media&token=6690dcdb-816a-4bd8-a776-c023929cb7ea,,,,
1215,AT.P.1921,Aldo foundation,"""Right (4)"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, charcoal, and gouache on paper",,,Painting,14,11,,,,"remote:AT.P.1921.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1921_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1921.jpg?alt=media&token=b72ee022-b032-47e4-af86-34a36a56d9db,,,,
1216,AT.P.1922,Aldo foundation,"""Left (4)"" on verso","Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, charcoal, and gouache on paper",,,Painting,14,11,,,,"remote:AT.P.1922.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1922_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1922.jpg?alt=media&token=c31c518f-a07b-4bbe-b84f-4b833bc9dee5,,,,
1217,AT.P.1923,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, graphite, and gouache on paper",,,Painting,14,11,,,,"remote:AT.P.1923.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1923_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1923.jpg?alt=media&token=2f32e441-26ba-49c7-9637-fcf9e6675d50,,,,
1218,AT.P.1924,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,Ink and graphite on treated paper,,,Painting,14,11,,,,"remote:AT.P.1924.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1924_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1924.jpg?alt=media&token=b39d67ad-02db-4b47-9f1a-245fe0db7cc7,,,,
1219,AT.P.1925,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d. (c. 1972),Ink on paper,,,Painting,14,11,,,,"remote:AT.P.1925.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1925_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1925.jpg?alt=media&token=de8f9c75-ea80-40b4-a3e5-8a333e2e9e7e,,,,
1220,AT.P.1926,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d. (c. 1972),Ink on paper,,,Painting,14,11,,,,"remote:AT.P.1926.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1926_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1926.jpg?alt=media&token=5db524c2-c5a8-4c2a-b9be-f4cb9e9f8e4b,,,,
1221,AT.P.1927,Aldo foundation,"""Feb '72"" on recto","Rack 17, Shelf 1",,12/16/2014,,,,1972,Ink on paper,,,Painting,11,14,,,,"remote:AT.P.1927.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1927_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1927.jpg?alt=media&token=af8d3f9c-60a8-485a-969a-0b6cd90acdc4,,,,
1222,AT.P.1928,Aldo foundation,"""AT. Feb '72"" on recto","Rack 17, Shelf 1",,12/16/2014,,,,1972,Ink on paper,AT,,Painting,11,14,,,,"remote:AT.P.1928.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1928_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1928.jpg?alt=media&token=3161935a-9ef8-42aa-a7f2-8117479c1c34,,,,
1223,AT.P.1929,Aldo foundation,"""Feb '72"" on recto","Rack 17, Shelf 1",,12/16/2014,,,,1972,Ink on paper,,,Painting,11,14,,,,"remote:AT.P.1929.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1929_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1929.jpg?alt=media&token=22f5fb16-96d6-48a5-98a8-1fc111b6d093,,,,
1224,AT.P.1930,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,Acrylic and gouache on paper,,,Painting,14,14,,,,"remote:AT.P.1930.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1930_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1930.jpg?alt=media&token=a4fb882f-c12c-47cc-87bb-3032f3a7b848,,,,
1225,AT.P.1931,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, gouache, and perforations on paper",,,Painting,14,14,,,,"remote:AT.P.1931.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1931_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1931.jpg?alt=media&token=835ed75e-5e39-48c5-8c72-ff88a64060d2,,,,
1226,AT.P.1932,Aldo foundation,Tear to edge,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, gouache, and perforations on paper",,,Painting,14,14,,,,"remote:AT.P.1932.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1932_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1932.jpg?alt=media&token=e59b3ac0-dea2-4fd5-a1e3-993697358755,,,,
1227,AT.P.1933,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, acrylic, gouache, and perforations on paper",,,Painting,14,17,,,,"remote:AT.P.1933.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1933_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1933.jpg?alt=media&token=a9b04043-db5a-4f83-b9bc-a559155b9540,,,,
1228,AT.P.1934,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink,graphite, and gouache on paper",,"Pinholes, slight chip to edge",Painting,14,17,,,,"remote:AT.P.1934.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1934_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1934.jpg?alt=media&token=cd00ff0a-ed4d-419d-ac1d-bb198195f34e,,,,
1229,AT.P.1935,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink,graphite, and gouache on paper",,"Pinholes, folding to edge",Painting,14,17,,,,"remote:AT.P.1935.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1935_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1935.jpg?alt=media&token=8a4f9e37-55b7-45f7-b2fb-5643205418e6,,,,
1230,AT.P.1936,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink,graphite, and gouache on paper",,"Pinholes, chips, tears, and folding to edges",Painting,14,17,,,,"remote:AT.P.1936.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1936_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1936.jpg?alt=media&token=08b38005-dfe0-4e7d-a71b-60f60872e986,,,,
1231,AT.P.1937,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink,graphite, and gouache on paper",,"Pinholes, slight tear to edge",Painting,14,17,,,,"remote:AT.P.1937.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1937_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1937.jpg?alt=media&token=7c1284f2-d3db-4764-93a3-9b598c973e7d,,,,
1232,AT.P.1938,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink,graphite, and gouache on paper",,"Pinholes, slight tearing to edge",Painting,14,17,,,,"remote:AT.P.1938.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1938_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1938.jpg?alt=media&token=0b12c10e-6256-4c0e-b88e-590da6c47c6a,,,,
1233,AT.P.1939,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink, oil, and gouache on paper",,"""sunken"" on recto, extensive folding, chipping and tearing",Painting,14,17,,,,"remote:AT.P.1939.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1939_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1939.jpg?alt=media&token=55ae3002-d066-4258-bad8-d4198ffb07ea,,,,
1234,AT.P.1940,Aldo foundation,"""The echo spoken with human sound."" on recto","Rack 17, Shelf 1",,12/16/2014,,,,n.d.,Ink on paper,,"some folding to edge, slight tear to edge",Painting,14,17,,,,"remote:AT.P.1940.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1940_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1940.jpg?alt=media&token=50278368-688c-4bf4-b09a-bfe2f52380f5,,,,
1235,AT.P.1941,Aldo foundation,,"Rack 17, Shelf 1",,12/16/2014,,,,n.d.,"Ink,graphite, and gouache on paper",,,Painting,11,14,,,,"remote:AT.P.1941.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1941_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1941.jpg?alt=media&token=378ff469-96dd-4ddf-a5ac-3df4510be059,,,,
1236,AT.P.1942,Aldo foundation,"""I"" on recto, ""2065 1"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d.,"Acrylic, gouache, and perforations on paper",,gouging to paper,Painting,11.25,17.25,,,,"remote:AT.P.1942.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1942_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1942.jpg?alt=media&token=ef728da1-12c3-46af-9801-0bb4ee096bd9,,,,
1237,AT.P.1943,Aldo foundation,"""II"" on recto, ""2066"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d.,Acrylic on paper,,,Painting,11.25,17.25,,,,"remote:AT.P.1943.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1943_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1943.jpg?alt=media&token=73add0b3-077a-43b9-868b-24f329bbf386,,,,
1238,AT.P.1944,Aldo foundation,"""III"" on recto, ""2067"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d.,Acrylic on paper,,,Painting,11.25,17.25,,,,,,,,,,,,,
1239,AT.P.1945,Aldo foundation,"""I"" ""II"" ""A.T. 4/11-'62"" on recto, ""2074"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and graphite on paper,A.T.,,Painting,11.25,17.25,,,,"remote:AT.P.1945.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1945_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1945.jpg?alt=media&token=b8137b80-1d11-4841-9961-7f2facd9872e,,,,
1240,AT.P.1946,Aldo foundation,"""III"" ""IV"" ""A.T. 4/11 '62"" on recto, ""2075"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and graphite on paper,A.T.,,Painting,11.25,17.25,,,,"remote:AT.P.1946.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1946_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1946.jpg?alt=media&token=62dd5450-252a-44a2-a6e2-0db8adcfde83,,,,
1241,AT.P.1947,Aldo foundation,"""V"" ""VI"" ""A.T. 4/11 '62"" on recto, ""2073"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and graphite on paper,A.T.,,Painting,11.25,17.25,,,,"remote:AT.P.1947.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1947_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1947.jpg?alt=media&token=640a984c-0f85-4fb1-b042-3b03331920cf,,,,
1242,AT.P.1948,Aldo foundation,"""I"" ""Top [arrow]"" ""I"" ""2079"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic on paper,,,Painting,11.25,17.25,,,,"remote:AT.P.1948.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1948_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1948.jpg?alt=media&token=1a3029ad-e36b-4536-9e84-b629177acea0,,,,
1243,AT.P.1949,Aldo foundation,"""April 11-'62"" ""II"" ""II"" ""[arrow] Bottom"" ""2078"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic on paper,,,Painting,11.25,17.25,,,,"remote:AT.P.1949.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1949_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1949.jpg?alt=media&token=76d887a2-04d8-4a5a-8b57-d1cd446cec40,,,,
1244,AT.P.1950,Aldo foundation,"""April 11-'62"" ""Top [arrow]"" ""2021"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic on paper,,,Painting,11.25,17.25,,,,"remote:AT.P.1950.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1950_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1950.jpg?alt=media&token=63e3e076-65b5-4d0c-9cc8-8db9776a33ef,,,,
1245,AT.P.1951,Aldo foundation,"""A. Tambellini April 11 '62"" on recto, ""[arrow] Bottom"" ""I"" ""2022""  ""April 11 '62"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic on paper,A. Tambellini,,Painting,11.25,17.25,,,,"remote:AT.P.1951.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1951_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1951.jpg?alt=media&token=1de1fc9d-c35b-483a-abf4-3967f4a697de,,,,
1246,AT.P.1952,Aldo foundation,"""I"" on recto, ""2000-I"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic on paper,,,Painting,16,11,,,,"remote:AT.P.1952.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1952_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1952.jpg?alt=media&token=c384459d-13d3-427a-be57-4acc4f9c2394,,,,
1247,AT.P.1953,Aldo foundation,"""II"" on recto, ""2094"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic on paper,,,Painting,16,11,,,,"remote:AT.P.1953.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1953_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1953.jpg?alt=media&token=c90cf2b9-8aa6-4680-86f9-6fe6857f4888,,,,
1248,AT.P.1954,Aldo foundation,"""III"" on recto, ""2098-III"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic on paper,,,Painting,16,11,,,,"remote:AT.P.1954.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1954_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1954.jpg?alt=media&token=14409b31-6db4-484f-9699-b075034d283d,,,,
1249,AT.P.1955,Aldo foundation,"""IV"" on recto, ""2095-IV"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic on paper,,,Painting,16,11,,,,"remote:AT.P.1955.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1955_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1955.jpg?alt=media&token=5a7c1ff2-e64e-4231-860e-f43949922775,,,,
1250,AT.P.1956,Aldo foundation,"""V"" on recto, ""2096"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic on paper,,,Painting,16,11,,,,"remote:AT.P.1956.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1956_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1956.jpg?alt=media&token=94bc3794-c2e6-4c61-babd-1015112b4968,,,,
1251,AT.P.1957,Aldo foundation,"""VI"" on recto, ""2097"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic on paper,,,Painting,16,11,,,,"remote:AT.P.1957.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1957_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1957.jpg?alt=media&token=5ecc5b16-d1a8-4a6c-a675-c65d04823afb,,,,
1252,AT.P.1958,Aldo foundation,"""2093"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic and charcoal on paper,,,Painting,16,11,,,,"remote:AT.P.1958.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1958_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1958.jpg?alt=media&token=50e63251-cef3-43fe-9731-e65589e49883,,,,
1253,AT.P.1959,Aldo foundation,"""A.T. 4-12 '62"" on recto, ""1818"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic on paper,A.T.,,Painting,16,11,,,,,,,,,,,,,
1254,AT.P.1960,Aldo foundation,"""1819"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic and graphite on paper,,,Painting,16,11,,,,"remote:AT.P.1960.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1960_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1960.jpg?alt=media&token=27ad81d4-60be-4a5e-adb6-b25478db282b,,,,
1255,AT.P.1961,Aldo foundation,"""A.T. 4-12 '62"" on recto, ""1820"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,"Acrylic, graphite, and perforations on paper",A.T.,,Painting,16,11,,,,"remote:AT.P.1961.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1961_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1961.jpg?alt=media&token=2585c8eb-d26b-4672-8427-96013c48e3da,,,,
1256,AT.P.1962,Aldo foundation,"""1821"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,n.d. (c. 1962),Acrylic and graphite on paper,,,Painting,16,11,,,,"remote:AT.P.1962.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1962_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1962.jpg?alt=media&token=2bb41d13-dc9f-4e85-85d5-f8c3b5004d0f,,,,
2474,AT.P.1963,Anna,"Gifted to Anna   ""A.T. April 15 '62"" ""II"" on recto, ""2087-II"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,14.5,10.5,,,,"remote:AT.P.1963.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1963_8.jpg",,,,,,,,,
2475,AT.P.1964,Anna,"Gifted to Anna    ""A.T. April 15 '62"" ""III"" on recto, ""2083"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,14.5,10.5,,,,"remote:AT.P.1964.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1964_8.jpg",,,,,,,,,
2476,AT.P.1965,Anna,"Gifted to Anna    ""A.T. April 15 '62"" ""IV"" on recto, ""2089-IV"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,14.5,10.5,,,,"remote:AT.P.1965.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1965_8.jpg",,,,,,,,,
2477,AT.P.1966,Anna,"Gifted to Anna     ""A.T. April 15 '62"" ""I"" on recto, ""2086"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,14.5,10.5,,,,"remote:AT.P.1966.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1966_8.jpg",,,,,,,,,
1257,AT.P.1967,Aldo foundation,"""II"" ""August 24, '62"" on recto, ""2083"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and charcoal on paper,,,Painting,14.5,10.5,,,,"remote:AT.P.1967.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1967_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1967.jpg?alt=media&token=65fce74e-9709-4ae7-a8e9-88e7a3ba0d3e,,,,
