index,item_id,source,notes,location,value,inventory_date,title,series,date_year,medium,signature_and_writing,condition,category,height,width,depth,size_note,file1,file2,file3,file4,file5
1437,AT.P.1612,Aldo foundation,"""1005"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,14.0,17.0,,,AT.P.1612.jpg,,,,
1438,AT.P.1613,Aldo foundation,"""1006"" on verso","Rack 16, in box",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,14.0,17.0,,,AT.P.1613.jpg,,,,
1439,AT.P.1614,Aldo foundation,"""1007"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,14.0,17.0,,,AT.P.1614.jpg,,,,
1440,AT.P.1615,Aldo foundation,"""1001"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on cardboard",,,Painting,11.0,14.0,,,AT.P.1615.jpg,,,,
1441,AT.P.1616,Aldo foundation,"""1008"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,11.0,14.0,,,AT.P.1616.jpg,,,,
1442,AT.P.1617,Aldo foundation,"""1009""x2 on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,11.0,14.0,,,AT.P.1617.jpg,,,,
1443,AT.P.1618,Aldo foundation,"""1010"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,11.0,14.0,,,AT.P.1618.jpg,,,,
1444,AT.P.1619,Aldo foundation,"""1011"" ""1"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,11.0,14.0,,,AT.P.1619.jpg,,,,
1445,AT.P.1620,Aldo foundation,"""1012"" ""2"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,11.0,14.0,,,AT.P.1620.jpg,,,,
1446,AT.P.1621,Aldo foundation,"""3"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,11.0,14.0,,,AT.P.1621.jpg,,,,
1447,AT.P.1622,Aldo foundation,"""1014"" ""1"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, and graphite on paper",,,Painting,11.0,14.0,,,AT.P.1622.jpg,,,,
1448,AT.P.1623,Aldo foundation,"""1015"" ""2"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, and graphite on paper",,,Painting,11.0,14.0,,,AT.P.1623.jpg,,,,
1449,AT.P.1624,Aldo foundation,"""(1016)"" ""1"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, and graphite on paper",,,Painting,11.0,14.0,,,AT.P.1624.jpg,,,,
1450,AT.P.1625,Aldo foundation,"""1017"" ""2"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, and graphite on paper",,,Painting,11.0,14.0,,,,,,,
1451,AT.P.1626,Aldo foundation,"""1018"" ""3"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,11.0,14.0,,,AT.P.1626.jpg,,,,
1452,AT.P.1627,Aldo foundation,"Another image on verso, no writing, not even the ATP number, but in a folder marked with the number","Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,11.0,14.0,,,AT.P.1627.jpg,,,,
1453,AT.P.1628,Aldo foundation,,"Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,12.0,9.0,,,AT.P.1628.jpg,,,,
1454,AT.P.1629,Aldo foundation,Some folding to corners,"Rack 17, Shelf 1",,2014-12-14,,,n.d.,"Acrylic, wax, graphite, and perforations on paper",,,Painting,14.0,17.0,,,AT.P.1629.jpg,,,,
1455,AT.P.1630,Aldo foundation,"Monoprint, ""B1"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1630.jpg,,,,
1456,AT.P.1631,Aldo foundation,"Monoprint, ""B2"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1631.jpg,,,,
1457,AT.P.1632,Aldo foundation,"Monoprint, ""B3"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1632.jpg,,,,
1458,AT.P.1633,Aldo foundation,"Monoprint, ""B4"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1633.jpg,,,,
1459,AT.P.1634,Aldo foundation,"Monoprint, ""B5"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1634.jpg,,,,
1460,AT.P.1635,Aldo foundation,"Monoprint, ""B6"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1635.jpg,,,,
1461,AT.P.1636,Aldo foundation,"Monoprint, ""B7"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1636.jpg,,,,
1462,AT.P.1637,Aldo foundation,"Monoprint, ""B8"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1637.jpg,,,,
1463,AT.P.1638,Aldo foundation,"Monoprint, ""B9"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1638.jpg,,,,
1464,AT.P.1639,Aldo foundation,"Monoprint, ""B10"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1639.jpg,,,,
1465,AT.P.1640,Aldo foundation,"Monoprint, ""B11"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1640.jpg,,,,
1466,AT.P.1641,Aldo foundation,"Monoprint, ""C1"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,,Painting,8.5,11.0,,,AT.P.1641.jpg,,,,
1467,AT.P.1642,Aldo foundation,"Monoprint, ""C2"" on recto","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,"some tears to edges, fold to corner",Painting,10.0,13.5,,,AT.P.1642.jpg,,,,
1468,AT.P.1643,Aldo foundation,"Monoprint, ""C3"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,"some tears and creasing, stain",Painting,10.0,13.5,,,AT.P.1643.jpg,,,,
1469,AT.P.1644,Aldo foundation,Monoprints,"Rack 17, Shelf 1",,2014-12-14,,,n.d.,Oil on paper,,"paint on both sides of most, pinholes, ""1""-""5"" on some sheets, folding to one, folder is marked with ATP number",Painting,11.0,8.5,,,AT.P.1644.jpg,AT.P.1644b.jpg,AT.P.1644c.jpg,,
1470,AT.P.1645,Aldo foundation,"Monoprint, ""A1"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,8.5,11.0,,,AT.P.1645.jpg,,,,
1471,AT.P.1646,Aldo foundation,"Monoprint, ""A2"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,11.0,8.5,,,AT.P.1646.jpg,,,,
1472,AT.P.1647,Aldo foundation,"Monoprint, ""A3"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,8.5,11.0,,,AT.P.1647.jpg,,,,
1473,AT.P.1648,Aldo foundation,"Monoprint, ""A4"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,11.0,8.5,,,AT.P.1648.jpg,,,,
1474,AT.P.1649,Aldo foundation,"Monoprint, ""A5"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,11.0,8.5,,,AT.P.1649.jpg,,,,
1475,AT.P.1650,Aldo foundation,"Monoprint, ""A6"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,11.0,8.5,,,AT.P.1650.jpg,,,,
1476,AT.P.1651,Aldo foundation,Monoprint,"Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,11.0,8.5,,,AT.P.1651.jpg,,,,
1477,AT.P.1652,Aldo foundation,"Monoprint, ""A8"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,8.5,11.0,,,AT.P.1652.jpg,,,,
1478,AT.P.1653,Aldo foundation,Ink stain,"Rack 17, Shelf 1",,2014-12-14,,,n.d.,Ink on paper,,,Painting,6.75,5.0,,,AT.P.1653.jpg,,,,
1479,AT.P.1654,Aldo foundation,,"Rack 17, Shelf 1",,2014-12-14,,,n.d.,Ink on paper,,,Painting,6.75,5.0,,,AT.P.1654.jpg,,,,
1480,AT.P.1655,Aldo foundation,,"Rack 17, Shelf 1",,2014-12-14,,,n.d.,Ink on paper,,,Painting,6.75,5.0,,,AT.P.1655.jpg,,,,
1481,AT.P.1656,Aldo foundation,,"Rack 17, Shelf 1",,2014-12-14,,,n.d.,Ink on paper,,,Painting,6.75,5.0,,,AT.P.1656.jpg,,,,
1482,AT.P.1657,Aldo foundation,,"Rack 17, Shelf 1",,2014-12-14,,,n.d.,Ink and gouache on paper,,,Painting,11.0,8.5,,,AT.P.1657.jpg,,,,
1483,AT.P.1658,Aldo foundation,"""1143"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,8.5,11.0,,,AT.P.1658.jpg,,,,
1484,AT.P.1659,Aldo foundation,"""1142"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,some gouging to paper,Painting,8.5,11.0,,,AT.P.1659.jpg,,,,
1485,AT.P.1660,Aldo foundation,"""1145"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,some gouging to paper,Painting,8.5,11.0,,,AT.P.1660.jpg,,,,
1486,AT.P.1661,Aldo foundation,"""1211"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,8.5,11.0,,,AT.P.1661.jpg,,,,
1487,AT.P.1662,Aldo foundation,"""1213"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,8.5,11.0,,,AT.P.1662.jpg,,,,
1488,AT.P.1663,Aldo foundation,"""1218"" on verso","Rack 17, Shelf 1",,2014-12-14,,,n.d.,Duco on paper,,,Painting,8.5,11.0,,,AT.P.1663.jpg,,,,
1489,AT.P.1664,Aldo foundation,"""1136"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Ink on paper,,,Painting,8.5,11.0,,,AT.P.1664.jpg,,,,
1490,AT.P.1665,Aldo foundation,"""1137"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Duco on paper,,some gouging to paper,Painting,8.5,11.0,,,AT.P.1665.jpg,,,,
1491,AT.P.1666,Aldo foundation,"""AT. 62"" on recto, ""2006"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1962,Graphite and gouache on cardstock,AT,,Painting,11.0,8.5,,,AT.P.1666.jpg,,,,
1492,AT.P.1667,Aldo foundation,"""62 Aldo Tambellini Set C"" on recto, ""2005"" on verso, some folding and creasing","Rack 17, Shelf 1",,2014-12-15,,,1962,Graphite on paper,Aldo Tambellini,,Painting,11.0,8.5,,,AT.P.1667.jpg,,,,
1493,AT.P.1668,Aldo foundation,"""I"" ""April 24 '62"" on recto, ""2092"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1962,Acrylic on paper,,,Painting,14.5,10.5,,,AT.P.1668.jpg,,,,
1494,AT.P.1669,Aldo foundation,"""1207"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Duco and charcoal on paper,,,Painting,8.5,11.0,,,AT.P.1669.jpg,,,,
1495,AT.P.1670,Aldo foundation,"""A Tambellini '61"" on recto","Rack 17, Shelf 1",,2014-12-15,,,1961,Ink on paper,A Tambellini,"tape on verso, coffee stain to edge",Painting,13.0,8.0,,,AT.P.1670.jpg,,,,
1496,AT.P.1671,Aldo foundation,"""(2)"" on recto, ""2100"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Charcoal on paper,,,Painting,16.25,11.0,,,AT.P.1671.jpg,,,,
1497,AT.P.1672,Aldo foundation,"""1231"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Charcoal on paper,,some folding and creasing,Painting,16.25,11.0,,,AT.P.1672.jpg,,,,
1498,AT.P.1673,Aldo foundation,"""I"" on recto, ""Oct/60"" ""1225-I"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1960,Ink on paper,,,Painting,6.0,9.0,,,AT.P.1673.jpg,,,,
1499,AT.P.1674,Aldo foundation,"""II"" on recto, ""Oct/60"" ""1226-II"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1960,Ink on paper,,,Painting,6.0,9.0,,,AT.P.1674.jpg,,,,
1500,AT.P.1675,Aldo foundation,"""III"" on recto, ""Oct/60"" ""1227 III"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1960,Ink on paper,,,Painting,6.0,9.0,,,AT.P.1675.jpg,,,,
1501,AT.P.1676,Aldo foundation,"""IV"" on recto, ""Oct/60"" ""1228-IV"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1960,Ink on paper,,,Painting,6.0,9.0,,,AT.P.1676.jpg,,,,
1502,AT.P.1677,Anna,"Gifted to Anna     ""I"" on recto","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Oil stick on paper,,,Painting,9.75,7.25,,,AT.P.1677.jpg,,,,
1503,AT.P.1678,Anna,"Gifted to Anna    ""II"" on recto","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Oil stick on paper,,,Painting,9.75,7.25,,,AT.P.1678.jpg,,,,
1504,AT.P.1679,Anna,"Gifted to Anna   ""III"" on recto","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Oil stick on paper,,,Painting,9.75,7.25,,,AT.P.1679.jpg,,,,
1505,AT.P.1680,Anna,"Gifted to Anna  ""IV"" on recto","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Oil stick on paper,,some gouging to paper,Painting,9.75,7.25,,,AT.P.1680.jpg,,,,
1506,AT.P.1681,Anna,"Gifted to Anna   ""V"" on recto","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Oil stick on paper,,,Painting,9.75,7.25,,,AT.P.1681.jpg,,,,
1507,AT.P.1682,Anna,"Gifted to Anna   ""VI"" on recto","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Oil stick on paper,,,Painting,9.75,7.25,,,AT.P.1682.jpg,,,,
1508,AT.P.1683,Anna,"Gifted to Anna   ""VII"" on recto","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Oil stick on paper,,,Painting,9.75,7.25,,,AT.P.1683.jpg,,,,
1509,AT.P.1684,Anna,"Gifted to Anna    ""VIII"" on recto","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Oil stick on paper,,some gouging to paper,Painting,9.75,7.25,,,AT.P.1684.jpg,,,,
1510,AT.P.1685,Aldo foundation,"""1146"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d.,Duco and ink on paper,,some gouging to paper,Painting,8.5,11.0,,,AT.P.1685.jpg,,,,
1511,AT.P.1686,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1166"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1962,Pastel on paper,AT,,Painting,8.5,11.0,,,AT.P.1686.jpg,,,,
1512,AT.P.1687,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1165"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1962,Pastel on paper,AT,,Painting,8.5,11.0,,,AT.P.1687.jpg,,,,
1513,AT.P.1688,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1164"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1962,Pastel on paper,AT,,Painting,8.5,11.0,,,AT.P.1688.jpg,,,,
1514,AT.P.1689,Anna,"Gifted to Anna    ""AT.62"" on recto, ""1163"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1962,Pastel on paper,AT,,Painting,8.5,11.0,,,AT.P.1689.jpg,,,,
1515,AT.P.1690,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1162"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1962,Pastel on paper,AT,,Painting,8.5,11.0,,,AT.P.1690.jpg,,,,
1516,AT.P.1691,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1161"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1962,Pastel on paper,AT,,Painting,8.5,11.0,,,AT.P.1691.jpg,,,,
1517,AT.P.1692,Anna,"Gifted to Anna    AT.62"" on recto, ""1160"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1962,Pastel on paper,AT,,Painting,8.5,11.0,,,AT.P.1692.jpg,,,,
1518,AT.P.1693,Aldo foundation,"""AT. August 5 '63"" ""I"" on recto, ""1394"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1693.jpg,,,,
1519,AT.P.1694,Aldo foundation,"""AT. August 5 '63"" ""II"" on recto, ""1395"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,gouging to paper,Painting,9.5,13.0,,,AT.P.1694.jpg,,,,
1520,AT.P.1695,Aldo foundation,"""AT. August 5 '63"" ""III"" on recto, ""1396 III"" on verso, gouging to paper","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1695.jpg,,,,
1521,AT.P.1696,Aldo foundation,"""AT. August 5 '63"" ""IV"" on recto, ""1397 IV "" on verso, gouging to paper","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1696.jpg,,,,
1522,AT.P.1697,Aldo foundation,"""AT. August 5 '63"" ""V"" on recto, ""1398 V "" on verso, gouging to paper, backing sheet with ink over-run","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1697.jpg,,,,
1523,AT.P.1698,Aldo foundation,"""AT. August 5 '63"" ""VI"" on recto, ""1399 VI "" on verso, gouging to paper, backing sheet with ink over-run","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1698.jpg,,,,
1524,AT.P.1699,Aldo foundation,"""AT. Aug 5 '63"" ""VII"" on recto, ""1400 VII "" on verso, gouging to paper","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1699.jpg,,,,
1525,AT.P.1700,Aldo foundation,"""AT. Aug 5 '63"" ""VIII"" on recto, ""1401 VIII "" on verso, gouging to paper, backing sheet with ink over-run","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1700.jpg,,,,
1526,AT.P.1701,Aldo foundation,"""AT. Aug 5 '63"" ""IX"" on recto","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1701.jpg,,,,
1527,AT.P.1702,Aldo foundation,"""AT. Aug 5 '63"" ""X"" on recto, ""1402 X"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,gouging to paper,Painting,9.5,13.0,,,AT.P.1702.jpg,,,,
1528,AT.P.1703,Aldo foundation,"""AT. Aug 5 '63"" ""XI"" on recto, ""1403-XI"" on verso, gouging to paper","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1703.jpg,,,,
1529,AT.P.1704,Aldo foundation,"""AT. Aug 5 '63"" ""XII"" on recto, ""1404 XII"" on verso, gouging to paper","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1704.jpg,,,,
1530,AT.P.1705,Aldo foundation,"""AT. Aug 5 '63"" ""XIV"" on recto, ""1405 XIV "" on verso, gouging to paper, backing sheet with ink over-run","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,9.5,13.0,,,AT.P.1705.jpg,,,,
1531,AT.P.1706,Aldo foundation,"""Aug 6 AT. 63"" ""I"" on recto, ""1406 I"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,8.5,11.0,,,AT.P.1706.jpg,,,,
1532,AT.P.1707,Aldo foundation,"""Aug 6 AT. 63"" ""II"" on recto, ""1407 II"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,8.5,11.0,,,AT.P.1707.jpg,,,,
1533,AT.P.1708,Aldo foundation,"""Aug 6 AT. 63"" ""III"" on recto, ""1408 III"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,8.5,11.0,,,AT.P.1708.jpg,,,,
1534,AT.P.1709,Aldo foundation,"""AT. 63"" ""IV"" on recto, ""1409 IV"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Ink on paper,AT,,Painting,8.5,11.0,,,AT.P.1709.jpg,,,,
1535,AT.P.1710,Aldo foundation,"""AT 63"" on recto","Rack 17, Shelf 1",,2014-12-15,,,1963,Acrylic on paper,AT,"a couple of small stains, chips",Painting,9.5,13.0,,,AT.P.1710.jpg,,,,
1536,AT.P.1711,Aldo foundation,a couple of small stains,"Rack 17, Shelf 1",,2014-12-15,,,1963,Acrylic [and ink] on paper,,,Painting,9.5,13.0,,,AT.P.1711.jpg,,,,
1537,AT.P.1712,Aldo foundation,"""AT. '63 [June]"" on recto","Rack 17, Shelf 1",,2014-12-15,,,1963,Acrylic on paper,AT,a couple of small stains,Painting,9.5,13.0,,,AT.P.1712.jpg,,,,
1538,AT.P.1713,Aldo foundation,,"Rack 17, Shelf 1",,2014-12-15,,,1963,Acrylic [and ink] on paper,,a couple of small stains,Painting,9.5,13.0,,,AT.P.1713.jpg,,,,
1539,AT.P.1714,Aldo foundation,"""AT. '63"" on recto","Rack 17, Shelf 1",,2014-12-15,,,1963,Acrylic and gouache on paper,AT,"a couple of small stains, folding to corners, backing sheet",Painting,9.5,13.0,,,AT.P.1714.jpg,,,,
1540,AT.P.1715,Aldo foundation,"""AT. '63 [June]"" ""AT. 63"" on recto","Rack 17, Shelf 1",,2014-12-15,,,1963,Acrylic and gouache on paper,AT,"a couple of small stains, folding to corners, backing sheet attached",Painting,9.5,13.0,,,AT.P.1715.jpg,,,,
1541,AT.P.1716,Aldo foundation,"""I"" on recto, ""1579"" ""Sept 25 '63"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,,,Painting,6.0,6.0,,,AT.P.1716.jpg,,,,
1542,AT.P.1717,Aldo foundation,"""II"" on recto, ""1580"" ""Sept 25 '63"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,,,Painting,6.0,6.0,,,AT.P.1717.jpg,,,,
1543,AT.P.1718,Aldo foundation,"""III"" on recto, ""1581"" ""Sept 25 '63"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,,,Painting,6.0,6.0,,,AT.P.1718.jpg,,,,
1544,AT.P.1719,Aldo foundation,"""IV"" on recto, ""1582 IV"" ""Sept 25 '63"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,,,Painting,6.0,6.0,,,AT.P.1719.jpg,,,,
1545,AT.P.1720,Aldo foundation,"""I"" ""I"" on recto, ""1583 I"" ""Sept 25 63"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,,,Painting,6.0,6.0,,,AT.P.1720.jpg,,,,
1546,AT.P.1721,Aldo foundation,"""III"" on recto, ""1584 III"" ""Sept 25 163"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,,,Painting,6.0,6.0,,,AT.P.1721.jpg,,,,
1547,AT.P.1722,Aldo foundation,"""III"" on recto, ""1585 III"" ""Sept 25 '63"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,,,Painting,6.0,6.0,,,AT.P.1722.jpg,,,,
1548,AT.P.1723,Aldo foundation,"""IV"" on recto, ""1586"" ""Sept 25 '63"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,,,Painting,6.0,6.0,,,AT.P.1723.jpg,,,,
1549,AT.P.1724,Aldo foundation,"""I"" on recto, ""1587"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d. (c. 1963),Duco on paper,,,Painting,6.0,6.0,,,AT.P.1724.jpg,,,,
1550,AT.P.1725,Aldo foundation,"""II"" on recto, ""1588"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d. (c. 1963),Duco on paper,,,Painting,6.0,6.0,,,AT.P.1725.jpg,,,,
1551,AT.P.1726,Aldo foundation,"""III"" on recto, ""1589 III"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d. (c. 1963),Duco on paper,,,Painting,6.0,6.0,,,AT.P.1726.jpg,,,,
1552,AT.P.1727,Aldo foundation,"""IX"" AT. Sept 26 '63"" on recto, ""1590 IX"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,AT,,Painting,6.0,6.0,,,AT.P.1727.jpg,,,,
1553,AT.P.1728,Aldo foundation,"""1591"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d. (c. 1963),Duco on paper,,,Painting,6.0,6.0,,,AT.P.1728.jpg,,,,
1554,AT.P.1729,Aldo foundation,"""XXI"" on recto, ""1574"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d. (c. 1963),Duco on paper,,,Painting,6.0,6.0,,,AT.P.1729.jpg,,,,
1555,AT.P.1730,Aldo foundation,"""IV"" ""AT. 63"" on recto, ""Sept 12"" ""1575"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,AT,,Painting,6.0,6.0,,,AT.P.1730.jpg,,,,
1556,AT.P.1731,Aldo foundation,"""V AT"" on recto, ""1576"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d. (c. 1963),Duco on paper,AT,,Painting,6.0,6.0,,,AT.P.1731.jpg,,,,
1557,AT.P.1732,Aldo foundation,"""XXII"" on recto, ""1577"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d. (c. 1963),Duco on paper,,,Painting,6.0,6.0,,,AT.P.1732.jpg,,,,
1558,AT.P.1733,Aldo foundation,"""[IVI]"" ""AT. '63"" on recto, ""1578"" on verso","Rack 17, Shelf 1",,2014-12-15,,,1963,Duco on paper,AT,,Painting,6.0,6.0,,,,,,,
1559,AT.P.1734,Aldo foundation,"""I"" on recto, ""1591"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d. (c. 1963),Duco on paper,,,Painting,9.5,9.5,,,AT.P.1734.jpg,,,,
1560,AT.P.1735,Aldo foundation,"""II"" on recto, ""1593"" on verso","Rack 17, Shelf 1",,2014-12-15,,,n.d. (c. 1963),Duco on paper,,,Painting,9.5,9.5,,,AT.P.1735.jpg,,,,
